"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Z_Humphries Near Protocol, Matic, Harmony, Jewel, Crystalvale, Bcoin, Raca, Axie, Solana, Meland, Baby, Shib, BabyDoge",FALSE,0,"Z_Humphries",2021-12-27 16:45:02,FALSE,"1475251275646349318","1475508030783508491","51231402","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brendsann",0,FALSE,FALSE,NA,NA
"¡TOMA NOTA! ¿Cuál ha sido el impacto de Axie Infinity en la economía venezolana? https://t.co/E1agmhi0ed",FALSE,0,NA,2021-12-27 16:45:02,FALSE,NA,"1475508030590623745",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","eldolardiario",0,FALSE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:44:56,FALSE,NA,"1475508004955074570",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","neangarita",731,TRUE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:44:56,FALSE,NA,"1475508004615163906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dabsdabilder",731,TRUE,FALSE,NA,NA
"RT @nixeniego: DAILY Axie Infinity high-level action! Let's get it! <U+0001F525>

Massive props to @AxieGg for putting this together. <U+0001F44F><U+0001F44F> @Chief_TDzzl…",FALSE,0,NA,2021-12-27 16:44:34,FALSE,NA,"1475507912768475142",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Snatcher_HQ",8,TRUE,FALSE,NA,NA
"RT @AxieLima: Thank you so much @trungfinity @Jihoz_Axie @Psycheout86 for changing the world with Axie. You have given peace and future to…",FALSE,0,NA,2021-12-27 16:44:26,FALSE,NA,"1475507879750873100",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SlainMoy",72,TRUE,FALSE,NA,NA
"@jamesalmendrala iba pakiramdam ng di nakakahawak ng phone pang axie",FALSE,0,"jamesalmendrala",2021-12-27 16:44:26,FALSE,"1475412399997919237","1475507879285497862","3266624718","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marjjrivera",0,FALSE,FALSE,NA,NA
"RT @bbook_ax: I am making 3+ new Axie team.",FALSE,0,NA,2021-12-27 16:44:23,FALSE,NA,"1475507866769715201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cabug9Christian",20,TRUE,FALSE,NA,NA
"@KmanuS88 Poderoso Manu, con sus sorteos.
Ojala tenga suerte para este sorteo para comprar mi equipo de axie :(

Wa… https://t.co/LmId2exOBr",FALSE,0,"KmanuS88",2021-12-27 16:44:15,TRUE,"1475154192721276929","1475507833571627012","754452961019957248","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JJParra05",0,FALSE,FALSE,NA,NA
"@_quickben @thecultdao done
@Norginlang 
@Zyra_Axie 
@xBakiMaya https://t.co/OZHuU7F9Vy",FALSE,0,"_quickben",2021-12-27 16:44:06,FALSE,"1475421208908861443","1475507795893968900","982347515470082049","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Luslecx",0,FALSE,FALSE,NA,NA
"@Axie_Sun Done filling up the form sir, hoping to be part of your team <U+0001F64F>",FALSE,0,"Axie_Sun",2021-12-27 16:43:45,FALSE,"1475448131550683142","1475507705872019456","1465678733713494020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","javeeimperial",0,FALSE,FALSE,NA,NA
"RT @unique_axies: Giving away a scholarship. Tell us how you would play this team. Last scholar got 1200-1300mmr with this team. Looking fo…",FALSE,0,NA,2021-12-27 16:43:30,FALSE,NA,"1475507645398536193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NMusaddal",10,TRUE,FALSE,NA,NA
"RT @0CKvbaDFuRyXnGr: I need scholar who can confidently play RRP.

#Axie
#Axies
#AxieInfinity
#AxieScholar
#AxieScholars
#AxieScholarship
#…",FALSE,0,NA,2021-12-27 16:43:29,FALSE,NA,"1475507637903294465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeanieMaeVilla1",241,TRUE,FALSE,NA,NA
"@zioaxie @axie_family Grande Zio!! <U+0001F525><U+0001F525>",FALSE,0,"zioaxie",2021-12-27 16:43:20,FALSE,"1475287292335980545","1475507601043505152","1431735233137844224","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SlainMoy",0,FALSE,FALSE,NA,NA
"RT @Jihoz_Axie: Axie: Origin

- Faster
- More skill based
- More beautiful
- Free demo Axies to learn mechanics before you get your own Axi…",FALSE,0,NA,2021-12-27 16:43:19,FALSE,NA,"1475507599302815746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TeamBRB_POG",453,TRUE,FALSE,NA,NA
"wow nakaranas ako ng axie mukhang may magpapalala ng anxiety ko ah <U+0001F60D>",FALSE,0,NA,2021-12-27 16:43:19,FALSE,NA,"1475507597830623234",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dom_reputation",0,FALSE,FALSE,NA,NA
"RT @MetaGamingGuild: <U+2728>PRESENTING: 10 Games That MetaGaming Guild Invested In <U+0001F4B8><U+0001F3AE><U+0001F579>

<U+0001F48E>Axie Infinity
<U+0001F48E>Nitro League
<U+0001F48E>Souni
<U+0001F48E>KingdomX
<U+0001F48E>WAM
<U+0001F48E>The K…",FALSE,0,NA,2021-12-27 16:43:05,FALSE,NA,"1475507537332125698",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ah24_pro",46,TRUE,FALSE,NA,NA
"@unique_axies what if i already have experience with axie infinity. I know it's forbidden. Axie Infinity is not all… https://t.co/O1mMDah2OC",FALSE,0,"unique_axies",2021-12-27 16:42:46,TRUE,"1475487380174000129","1475507460500705280","1442859279866732550","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GelmarTimkang",0,FALSE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:42:46,FALSE,NA,"1475507459938684928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaylaGiggless",731,TRUE,FALSE,NA,NA
"RT @Lynn97YL: this is my last day of quarantine, no Monday axie infinity selfie in this horrible room again

get ready for next Monday my f…",FALSE,0,NA,2021-12-27 16:42:34,FALSE,NA,"1475507408684212227",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yexiu113",5,TRUE,FALSE,NA,NA
"@_quickben @thecultdao @Zyra_Axie 
@xBakiMaya 
@Norginlang",FALSE,0,"_quickben",2021-12-27 16:42:34,FALSE,"1475421208908861443","1475507407883161605","982347515470082049","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Luslecx",0,FALSE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:42:32,FALSE,NA,"1475507400266469379",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoD_Phobos98",731,TRUE,FALSE,NA,NA
"@JDHyper @Jihoz_Axie @AxieInfinity so if we need to rethink teams where the hell i can get the money for? if im une… https://t.co/Fn7ldYvCmE",FALSE,0,"tiodg",2021-12-27 16:42:27,TRUE,"1475506595001823238","1475507379630313473","751214546518507521","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tiodg",0,FALSE,FALSE,NA,NA
"RT @Esports4Evryone: <U+0001F911><U+0001F911><U+0001F911> #GIVEAWAY TIME <U+0001F61C><U+0001F61C><U+0001F61C>

To celebrate hitting 2K followers, E4E is giving away this killer meta mech #axie, bred by @Ga…",FALSE,0,NA,2021-12-27 16:42:27,FALSE,NA,"1475507378456039435",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iannrusso",834,TRUE,FALSE,NA,NA
"Tangina ayos naman balasa axie nugang kadamot mo",FALSE,0,NA,2021-12-27 16:42:22,FALSE,NA,"1475507358339977216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pasiaaskdreyeah",0,FALSE,FALSE,NA,NA
"@GangXenon @WaiferCoin Currently, there are many NFT RPG games on the market, Axie Infinity &amp; Plant vs Undead being… https://t.co/Yn2hZAQFs6",FALSE,0,"GangXenon",2021-12-27 16:42:21,TRUE,"1475383474412417024","1475507354468708352","1416590380351430656","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sifat411322",0,FALSE,FALSE,NA,NA
"Me emparejaron dos veces seguidas con ese equipo, no tengo palabras para describir esa sensación de humillación cua… https://t.co/q5RRZruc11",FALSE,1,NA,2021-12-27 16:42:17,TRUE,NA,"1475507337179893763",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kuh4kuu",0,FALSE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:42:12,FALSE,NA,"1475507317278142464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jqsgn",731,TRUE,FALSE,NA,NA
"RT @unique_axies: Giving away a scholarship. Tell us how you would play this team. Last scholar got 1200-1300mmr with this team. Looking fo…",FALSE,0,NA,2021-12-27 16:42:11,FALSE,NA,"1475507313318395905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jadennzz",10,TRUE,FALSE,NA,NA
"axie scam",FALSE,0,NA,2021-12-27 16:42:07,FALSE,NA,"1475507295870066688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wtfcathleen",0,FALSE,FALSE,NA,NA
"@Ocean17709481 @Jihoz_Axie Accurate af",FALSE,0,"Ocean17709481",2021-12-27 16:42:03,FALSE,"1475471155633201152","1475507280447557635","1433105147442257924","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jonw1986",0,FALSE,FALSE,NA,NA
"11 energies walang win? Axie hello?",FALSE,0,NA,2021-12-27 16:41:59,FALSE,NA,"1475507263250993152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jhowiemeyn",0,FALSE,FALSE,NA,NA
"@AxieInfinity @Jihoz_Axie Gameplay? Lmao",FALSE,0,"AxieInfinity",2021-12-27 16:41:51,FALSE,"1475478148330442761","1475507229449150466","957716432430641152","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrongyDron",0,FALSE,FALSE,NA,NA
"RT @AxieLima: Hace 4 meses recibí la llamada de @zioaxie contándome sobre @AxieInfinity y después de unas horas creamos el guild @axie_fami…",FALSE,0,NA,2021-12-27 16:41:48,FALSE,NA,"1475507216291700738",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SlainMoy",51,TRUE,FALSE,NA,NA
"RT @akaoninotuno: <U+3010>Axie&SLP Giveaway<U+3011>

<U+0001F363>japanese omotenasi<U+0001F363> 

Axie&1000SLP 1Winner

<U+25B6>Follow 
@akaoninotuno
<U+25B6>Like
<U+25B6>Retweet this 

Ends 12/30…",FALSE,0,NA,2021-12-27 16:41:47,FALSE,NA,"1475507211614834693",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joanf7996",731,TRUE,FALSE,NA,NA
"fuck rng ng axie",FALSE,0,NA,2021-12-27 16:41:40,FALSE,NA,"1475507182690914305",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lowellll19",0,FALSE,FALSE,NA,NA
"RT @zoutsukai99Axie: <U+30AF><U+30EA><U+30B9><U+30DE><U+30B9>Give Away<U+4F01><U+753B><U+3067>Axie<U+3044><U+305F><U+3060><U+304D><U+307E><U+3057><U+305F>!

<U+30D4><U+30E9><U+30CB><U+30A2><U+3068><U+30A4><U+30F3><U+30B5><U+30A4><U+30B5><U+30FC><U+3092><U+3046><U+307E><U+304F><U+4F7F><U+3063><U+305F><U+6BD2><U+30D1><U+7DE8><U+6210><U+3057><U+305F><U+3044>!
<U+305D><U+3057><U+3066>W<U+30E2><U+30CD><U+4F7F><U+3044><U+306E><U+50D5><U+306A><U+3089><U+304D><U+3063><U+3068>Single<U+30E2><U+30CD><U+3082><U+4F7F><U+3044><U+3053><U+306A><U+305B><U+308B>!

@unkomangkng
@lkEdUcJkWBRZX…",FALSE,0,NA,2021-12-27 16:41:35,FALSE,NA,"1475507161405214721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbapoDodie",14,TRUE,FALSE,NA,NA
"RT @zoutsukai99Axie: <U+30AF><U+30EA><U+30B9><U+30DE><U+30B9>Give Away<U+4F01><U+753B><U+3067>Axie<U+3044><U+305F><U+3060><U+304D><U+307E><U+3057><U+305F>!

<U+30D4><U+30E9><U+30CB><U+30A2><U+3068><U+30A4><U+30F3><U+30B5><U+30A4><U+30B5><U+30FC><U+3092><U+3046><U+307E><U+304F><U+4F7F><U+3063><U+305F><U+6BD2><U+30D1><U+7DE8><U+6210><U+3057><U+305F><U+3044>!
<U+305D><U+3057><U+3066>W<U+30E2><U+30CD><U+4F7F><U+3044><U+306E><U+50D5><U+306A><U+3089><U+304D><U+3063><U+3068>Single<U+30E2><U+30CD><U+3082><U+4F7F><U+3044><U+3053><U+306A><U+305B><U+308B>!

@unkomangkng
@lkEdUcJkWBRZX…",FALSE,0,NA,2021-12-27 16:41:35,FALSE,NA,"1475507159181922311",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","john_tayabas",14,TRUE,FALSE,NA,NA
"RT @AxieLima: Te amamos @gocholive gracias de todo corazón por tus enseñanzas, aprendemos de ti campeón. Eres nuestro héroe. Fue una sorpre…",FALSE,0,NA,2021-12-27 16:41:34,FALSE,NA,"1475507158984839174",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SlainMoy",36,TRUE,FALSE,NA,NA
"Destroy Plant|Beast|Bird | Shelter Beauty | Reptile Skills | Full Fun Ma... https://t.co/0iT0a1r8jj via @YouTube… https://t.co/uAxYDClpM0",FALSE,0,NA,2021-12-27 16:41:34,TRUE,NA,"1475507156904714240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AsimdRocckx23",0,FALSE,FALSE,NA,NA
"@LuckyMEEGS stress ka na rin sa axie ah hahahaha",FALSE,0,"LuckyMEEGS",2021-12-27 16:41:30,FALSE,"1475499995088703488","1475507140450471936","1664012671","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jeffierhans",0,FALSE,FALSE,NA,NA
"RT @Jihoz_Axie: Some problems about Axie gameplay from my POV:

- Waiting for opponent after you pick your cards. Some people take so long…",FALSE,0,NA,2021-12-27 16:41:25,FALSE,NA,"1475507119738605572",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BrayanVen20",104,TRUE,FALSE,NA,NA
"I need a scholar to play this team. Must be experienced in playing axie. 
#AxieScholarship
#AxieScholarships… https://t.co/RhDWxtgymO",FALSE,1,NA,2021-12-27 16:41:19,TRUE,NA,"1475507093507645442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_jAlfaro",0,FALSE,FALSE,NA,NA
"RT @gocholive: Gracias a mis panas de @axie_family por la invitación a mis hermanos $RON @AxieLima @zioaxie #AxieInfinity que gran meeting…",FALSE,0,NA,2021-12-27 16:41:18,FALSE,NA,"1475507088600309760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SlainMoy",38,TRUE,FALSE,NA,NA
"@Kholdenfox8 @REB3L_B0TS @CryptoDadsNFT 

Rebels has a game coming out and will crush Axie.  Cryptodads has a Netflix series in the works.",FALSE,0,"Kholdenfox8",2021-12-27 16:41:18,FALSE,"1475223616103067658","1475507088084381697","250826187","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DDSCrypto",0,FALSE,FALSE,NA,NA
"@krakenfx I’m all for this project, i see the potential in this game. In my opinion this will be the next Axie Infi… https://t.co/2XClSzzDbr",FALSE,0,"krakenfx",2021-12-27 16:41:17,TRUE,"1475451512809734145","1475507085651558400","1399148563","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NguyenT26925362",0,FALSE,FALSE,NA,NA
"@Peter08043180 @Mazter_Crypto @Jihoz_Axie What is your MMR",FALSE,0,"Peter08043180",2021-12-27 16:41:03,FALSE,"1475465655331606531","1475507028613537792","1066726288453337088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AllainGo",0,FALSE,FALSE,NA,NA
"RT @zoutsukai99Axie: <U+30AF><U+30EA><U+30B9><U+30DE><U+30B9>Give Away<U+4F01><U+753B><U+3067>Axie<U+3044><U+305F><U+3060><U+304D><U+307E><U+3057><U+305F>!

<U+30D4><U+30E9><U+30CB><U+30A2><U+3068><U+30A4><U+30F3><U+30B5><U+30A4><U+30B5><U+30FC><U+3092><U+3046><U+307E><U+304F><U+4F7F><U+3063><U+305F><U+6BD2><U+30D1><U+7DE8><U+6210><U+3057><U+305F><U+3044>!
<U+305D><U+3057><U+3066>W<U+30E2><U+30CD><U+4F7F><U+3044><U+306E><U+50D5><U+306A><U+3089><U+304D><U+3063><U+3068>Single<U+30E2><U+30CD><U+3082><U+4F7F><U+3044><U+3053><U+306A><U+305B><U+308B>!

@unkomangkng
@lkEdUcJkWBRZX…",FALSE,0,NA,2021-12-27 16:41:00,FALSE,NA,"1475507015560491008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Toelabrow",14,TRUE,FALSE,NA,NA
"@NFT_Collective I think APE token has higher ceiling. Someone calling the BAYC game the “next Axie Infinity” makes… https://t.co/j9xjthaxzl",FALSE,1,"NFT_Collective",2021-12-27 16:40:57,TRUE,"1475506319587045385","1475507001753055240","544920227","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cltnft",0,FALSE,FALSE,NA,NA
"@DMCREDI No, it’s 100billion which costs $18 currently. To get $700 a year in rewards at current prices. No gas to… https://t.co/2LEly83Ldv",FALSE,0,"DMCREDI",2021-12-27 16:40:54,TRUE,"1475505380625158148","1475506989975449603","124759119","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Elliot_Wild",0,FALSE,FALSE,NA,NA
"RT @gocholive: SORTEO FIN DE AÑO CON GOCHO Y AXIE INFINITY
 10 $AXS <U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384><U+0001F9D1><U+200D><U+0001F384>

PARA PARTICIPAR: 
<U+2705>SEGUIRME 
<U+2705>SEGUIR @AxieInfini…",FALSE,0,NA,2021-12-27 16:40:51,FALSE,NA,"1475506978667515905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ramon_ceve",851,TRUE,FALSE,NA,NA
